"Volcano_Number","Volcano_Name","Country","Elevation_(m)","Tectonic_Setting","eruption_count","risk_score"
210010,"West Eifel Volcanic Field","Germany",600,"Rift zone / Continental crust (>25 km)",2,2
210020,"Chaine des Puys","France",1464,"Rift zone / Continental crust (>25 km)",8,8
210030,"Olot Volcanic Field","Spain",893,"Intraplate / Continental crust (>25 km)",0,0
210040,"Calatrava Volcanic Field","Spain",1117,"Intraplate / Continental crust (>25 km)",1,1
211004,"Colli Albani","Italy",949,"Subduction zone / Continental crust (>25 km)",0,0
211010,"Campi Flegrei","Italy",458,"Subduction zone / Continental crust (>25 km)",20,20
211020,"Vesuvius","Italy",1281,"Subduction zone / Continental crust (>25 km)",54,54
211030,"Ischia","Italy",789,"Subduction zone / Continental crust (>25 km)",23,23
211031,"Palinuro","Italy",-70,"Subduction zone / Continental crust (>25 km)",1,1
211040,"Stromboli","Italy",924,"Subduction zone / Continental crust (>25 km)",22,22
211041,"Panarea","Italy",399,"Subduction zone / Continental crust (>25 km)",0,0
211042,"Lipari","Italy",590,"Subduction zone / Continental crust (>25 km)",3,3
211050,"Vulcano","Italy",500,"Subduction zone / Continental crust (>25 km)",37,37
211060,"Etna","Italy",3357,"Subduction zone / Continental crust (>25 km)",147,147
211070,"Campi Flegrei del Mar di Sicilia","Italy",-8,"Rift zone / Continental crust (>25 km)",6,6
211071,"Pantelleria","Italy",836,"Rift zone / Continental crust (>25 km)",7,7
211080,"Marsili","Italy",-779,NA,2,2
212020,"Methana","Greece",380,"Subduction zone / Continental crust (>25 km)",1,1
212030,"Milos","Greece",751,"Subduction zone / Continental crust (>25 km)",1,1
212040,"Santorini","Greece",367,"Subduction zone / Continental crust (>25 km)",11,11
212042,"Kolumbo","Greece",-18,NA,1,1
212050,"Nisyros","Greece",698,"Subduction zone / Continental crust (>25 km)",4,4
213000,"Kula","Turkiye",750,"Intraplate / Continental crust (>25 km)",0,0
213002,"Hasandag-Keciboyduran Volcanic Complex","Turkiye",3253,"Intraplate / Continental crust (>25 km)",0,0
213010,"Erciyes Volcanic Complex","Turkiye",3864,"Intraplate / Continental crust (>25 km)",1,1
213011,"Karaca Dag","Turkiye",1957,"Intraplate / Continental crust (>25 km)",0,0
213020,"Nemrut Dagi","Turkiye",2948,"Intraplate / Continental crust (>25 km)",26,26
213030,"Tenduruk Dagi","Turkiye",3514,"Intraplate / Continental crust (>25 km)",2,2
213040,"Ararat","Turkiye",5165,"Intraplate / Continental crust (>25 km)",3,3
214010,"Elbrus","Russia",5642,"Intraplate / Continental crust (>25 km)",1,1
214020,"Kazbek","Georgia",5050,"Intraplate / Continental crust (>25 km)",2,2
214050,"Samsari Volcanic Center","Georgia",3290,"Intraplate / Continental crust (>25 km)",0,0
214060,"Aragats","Armenia",4095,"Intraplate / Continental crust (>25 km)",0,0
214070,"Ghegham Volcanic Ridge","Armenia",3597,"Intraplate / Continental crust (>25 km)",1,1
214080,"Vaiyots-Sar","Armenia",2575,"Intraplate / Continental crust (>25 km)",1,1
214090,"Porak","Armenia-Azerbaijan",3029,"Intraplate / Continental crust (>25 km)",2,2
214100,"Tskhouk-Karckar","Armenia-Azerbaijan",3139,"Intraplate / Continental crust (>25 km)",1,1
221010,"Tair, Jebel at","Yemen",244,"Rift zone / Oceanic crust (< 15 km)",5,5
221020,"Zubair Group","Yemen",191,"Rift zone / Oceanic crust (< 15 km)",3,3
221021,"Zukur","Yemen",624,"Rift zone / Oceanic crust (< 15 km)",0,0
221022,"Hanish","Yemen",422,"Rift zone / Oceanic crust (< 15 km)",0,0
221040,"Alid","Eritrea",904,"Rift zone / Intermediate crust (15-25 km)",0,0
221041,"Dallol","Ethiopia",-48,"Rift zone / Intermediate crust (15-25 km)",2,2
221050,"Gada Ale","Ethiopia",287,"Rift zone / Intermediate crust (15-25 km)",0,0
221060,"Alu-Dalafilla","Ethiopia",578,"Rift zone / Intermediate crust (15-25 km)",1,1
221071,"Bora Ale","Ethiopia",668,"Rift zone / Intermediate crust (15-25 km)",0,0
221080,"Erta Ale","Ethiopia",585,"Rift zone / Intermediate crust (15-25 km)",4,4
221090,"Ale Bagu","Ethiopia",988,"Rift zone / Intermediate crust (15-25 km)",0,0
221091,"Hayli Gubbi","Ethiopia",493,"Rift zone / Intermediate crust (15-25 km)",0,0
221100,"Dubbi","Eritrea",1625,"Rift zone / Intermediate crust (15-25 km)",2,2
221101,"Nabro","Eritrea",2218,"Rift zone / Intermediate crust (15-25 km)",1,1
221102,"Mallahle","Ethiopia-Eritrea",1875,"Rift zone / Intermediate crust (15-25 km)",0,0
221103,"Sork Ale","Ethiopia-Eritrea",1611,"Rift zone / Intermediate crust (15-25 km)",0,0
221104,"Asavyo","Ethiopia",1338,"Rift zone / Intermediate crust (15-25 km)",0,0
221105,"Mat Ala","Ethiopia",493,"Rift zone / Intermediate crust (15-25 km)",0,0
221106,"Tat Ali","Ethiopia",655,"Rift zone / Intermediate crust (15-25 km)",0,0
221107,"Borawli","Ethiopia",784,"Rift zone / Intermediate crust (15-25 km)",0,0
221110,"Afdera","Ethiopia",1250,"Rift zone / Intermediate crust (15-25 km)",0,0
221111,"Ma Alalta","Ethiopia",1745,"Rift zone / Intermediate crust (15-25 km)",0,0
221112,"Alayta","Ethiopia",1496,"Rift zone / Intermediate crust (15-25 km)",2,2
221113,"Dabbahu","Ethiopia",1401,"Rift zone / Intermediate crust (15-25 km)",4,4
221114,"Dabbayra","Ethiopia",1302,"Rift zone / Intermediate crust (15-25 km)",0,0
221115,"Manda Hararo","Ethiopia",600,"Rift zone / Intermediate crust (15-25 km)",2,2
221116,"Groppo","Ethiopia",852,"Rift zone / Intermediate crust (15-25 km)",0,0
221120,"Kurub","Ethiopia",625,"Rift zone / Intermediate crust (15-25 km)",0,0
221122,"Manda-Inakir","Ethiopia-Djibouti",600,"Rift zone / Intermediate crust (15-25 km)",1,1
221123,"Mousa Alli","Ethiopia-Eritrea-Djibouti",1993,"Rift zone / Intermediate crust (15-25 km)",0,0
221124,"Gufa","Eritrea-Djibouti",600,"Rift zone / Intermediate crust (15-25 km)",0,0
221125,"Assab Volcanic Field","Eritrea",987,"Rift zone / Intermediate crust (15-25 km)",0,0
221126,"Ardoukoba","Djibouti",298,"Rift zone / Intermediate crust (15-25 km)",1,1
221127,"Manda Gargori","Ethiopia",700,"Rift zone / Intermediate crust (15-25 km)",0,0
221141,"Dama Ali","Ethiopia",1068,"Rift zone / Intermediate crust (15-25 km)",1,1
221150,"Gabillema","Ethiopia",1459,"Rift zone / Intermediate crust (15-25 km)",0,0
221151,"Yangudi","Ethiopia",1383,"Rift zone / Intermediate crust (15-25 km)",0,0
221160,"Ayelu","Ethiopia",2145,"Rift zone / Intermediate crust (15-25 km)",0,0
221170,"Adwa","Ethiopia",1670,"Rift zone / Intermediate crust (15-25 km)",0,0
221171,"Hertali","Ethiopia",900,"Rift zone / Intermediate crust (15-25 km)",0,0
221172,"Liado Hayk","Ethiopia",878,"Rift zone / Continental crust (>25 km)",0,0
221180,"Dofen","Ethiopia",1151,"Rift zone / Continental crust (>25 km)",0,0
221190,"Fentale","Ethiopia",2007,"Rift zone / Continental crust (>25 km)",2,2
221191,"Beru","Ethiopia",1100,"Rift zone / Continental crust (>25 km)",0,0
221200,"Kone","Ethiopia",1380,"Rift zone / Continental crust (>25 km)",1,1
221210,"Boset","Ethiopia",2447,"Rift zone / Continental crust (>25 km)",0,0
221220,"Bishoftu Volcanic Field","Ethiopia",1850,"Rift zone / Continental crust (>25 km)",0,0
221222,"Melkassa","Ethiopia",1765,"Intraplate / Continental crust (>25 km)",0,0
221230,"Gedemsa","Ethiopia",1909,"Rift zone / Continental crust (>25 km)",0,0
221250,"Bora-Bericha-Tullu Moye","Ethiopia",2345,"Rift zone / Continental crust (>25 km)",3,3
221251,"Unnamed","Ethiopia",1886,"Intraplate / Continental crust (>25 km)",0,0
221252,"East Ziway","Ethiopia",1889,"Rift zone / Continental crust (>25 km)",0,0
221260,"Butajiri-Silti Field","Ethiopia",2281,"Rift zone / Continental crust (>25 km)",0,0
221270,"Aluto","Ethiopia",2335,"Rift zone / Continental crust (>25 km)",5,5
221280,"Shala","Ethiopia",2075,"Rift zone / Continental crust (>25 km)",0,0
221290,"Corbetti","Ethiopia",2289,"Rift zone / Continental crust (>25 km)",2,2
221291,"Bilate River Field","Ethiopia",1700,"Intraplate / Continental crust (>25 km)",0,0
221294,"Northern Lake Abaya Volcanic Field","Ethiopia",1594,"Intraplate / Continental crust (>25 km)",0,0
221320,"Korath Range","Ethiopia",912,"Rift zone / Intermediate crust (15-25 km)",0,0
221330,"Mega Volcanic Field","Ethiopia",1500,"Rift zone / Intermediate crust (15-25 km)",0,0
222001,"Lake Turkana North Island","Kenya",490,"Rift zone / Continental crust (>25 km)",0,0
222010,"Lake Turkana Central Island","Kenya",518,"Rift zone / Continental crust (>25 km)",0,0
222020,"Lake Turkana South Island","Kenya",800,"Rift zone / Continental crust (>25 km)",1,1
222021,"Marsabit","Kenya",1707,"Rift zone / Continental crust (>25 km)",0,0
222030,"Barrier, The","Kenya",1032,"Rift zone / Continental crust (>25 km)",10,10
222040,"Namarunu","Kenya",817,"Rift zone / Continental crust (>25 km)",1,1
222050,"Segererua Plateau","Kenya",699,"Rift zone / Continental crust (>25 km)",0,0
222051,"Emuruangogolak","Kenya",1285,"Rift zone / Continental crust (>25 km)",8,8
222052,"Silali","Kenya",1528,"Rift zone / Continental crust (>25 km)",3,3
222053,"Paka","Kenya",1697,"Rift zone / Continental crust (>25 km)",1,1
222054,"Korosi","Kenya",1446,"Rift zone / Continental crust (>25 km)",0,0
222055,"Ol Kokwe","Kenya",1130,"Rift zone / Continental crust (>25 km)",0,0
222056,"Nyambeni Hills","Kenya",750,"Rift zone / Continental crust (>25 km)",0,0
222060,"Menengai","Kenya",2278,"Rift zone / Continental crust (>25 km)",2,2
222070,"Homa Mountain","Kenya",1751,"Rift zone / Continental crust (>25 km)",0,0
222071,"Elmenteita Badlands","Kenya",2126,"Rift zone / Continental crust (>25 km)",0,0
222080,"Eburru, Ol Doinyo","Kenya",2856,"Rift zone / Continental crust (>25 km)",0,0
222090,"Olkaria","Kenya",2434,"Rift zone / Continental crust (>25 km)",3,3
222100,"Longonot","Kenya",2776,"Rift zone / Continental crust (>25 km)",3,3
222110,"Suswa","Kenya",2356,"Rift zone / Continental crust (>25 km)",0,0
222120,"Lengai, Ol Doinyo","Tanzania",2962,"Rift zone / Continental crust (>25 km)",26,26
222130,"Chyulu Hills","Kenya",2188,"Rift zone / Continental crust (>25 km)",3,3
222160,"Meru","Tanzania",4550,"Rift zone / Continental crust (>25 km)",4,4
222161,"Igwisi Hills","Tanzania",1146,"Rift zone / Continental crust (>25 km)",1,1
222164,"Ngozi","Tanzania",2614,"Rift zone / Continental crust (>25 km)",2,2
222166,"Rungwe","Tanzania",2953,"Rift zone / Continental crust (>25 km)",3,3
222170,"Kyejo","Tanzania",2176,"Rift zone / Continental crust (>25 km)",1,1
223001,"Fort Portal","Uganda",1615,"Rift zone / Continental crust (>25 km)",2,2
223002,"Kyatwa","Uganda",1430,"Rift zone / Continental crust (>25 km)",0,0
223003,"Katwe-Kikorongo","Uganda",1067,"Rift zone / Continental crust (>25 km)",0,0
223004,"Bunyaruguru","Uganda",1554,"Rift zone / Continental crust (>25 km)",0,0
223005,"Katunga","Uganda",1707,"Rift zone / Continental crust (>25 km)",0,0
223020,"Nyamulagira","DR Congo",3058,"Rift zone / Continental crust (>25 km)",48,48
223030,"Nyiragongo","DR Congo",3470,"Rift zone / Continental crust (>25 km)",19,19
223040,"Karisimbi","DR Congo-Rwanda",4490,"Rift zone / Continental crust (>25 km)",1,1
223050,"Visoke","DR Congo-Rwanda",3696,"Rift zone / Continental crust (>25 km)",2,2
223060,"Muhavura","Uganda-Rwanda",4103,"Rift zone / Continental crust (>25 km)",0,0
223070,"Bufumbira","Uganda",2100,"Rift zone / Continental crust (>25 km)",0,0
224002,"San Carlos","Equatorial Guinea",2260,"Intraplate / Continental crust (>25 km)",0,0
224003,"San Joaquin","Equatorial Guinea",2009,"Intraplate / Continental crust (>25 km)",0,0
224004,"Santa Isabel","Equatorial Guinea",2999,"Intraplate / Continental crust (>25 km)",3,3
224010,"Cameroon","Cameroon",4095,"Intraplate / Continental crust (>25 km)",19,19
224011,"Tombel Graben","Cameroon",500,"Intraplate / Continental crust (>25 km)",0,0
224030,"Oku Volcanic Field","Cameroon",3011,"Intraplate / Continental crust (>25 km)",0,0
225001,"Todra Volcanic Field","Niger",1780,"Intraplate / Continental crust (>25 km)",0,0
225004,"Tahalra Volcanic Field","Algeria",1467,"Intraplate / Continental crust (>25 km)",0,0
225005,"Atakor Volcanic Field","Algeria",2918,"Intraplate / Continental crust (>25 km)",0,0
225006,"Manzaz Volcanic Field","Algeria",1672,"Intraplate / Continental crust (>25 km)",0,0
225009,"Toh, Tarso","Chad",2000,"Intraplate / Continental crust (>25 km)",0,0
225010,"Tousside, Tarso","Chad",3265,"Intraplate / Continental crust (>25 km)",0,0
225020,"Voon, Tarso","Chad",3100,"Intraplate / Continental crust (>25 km)",0,0
225021,"Koussi, Emi","Chad",3415,"Intraplate / Continental crust (>25 km)",0,0
225030,"Marra, Jebel","Sudan",3042,"Intraplate / Continental crust (>25 km)",1,1
225040,"Kutum Volcanic Field","Sudan",1779,"Intraplate / Continental crust (>25 km)",0,0
225050,"Meidob Volcanic Field","Sudan",2000,"Intraplate / Continental crust (>25 km)",6,6
225060,"Bayuda Volcanic Field","Sudan",670,"Intraplate / Continental crust (>25 km)",1,1
231001,"Ash Shaam, Harrat","Syria-Jordan-Saudi Arabia",1100,"Intraplate / Continental crust (>25 km)",1,1
231040,"Lunayyir, Harrat","Saudi Arabia",1370,"Intraplate / Continental crust (>25 km)",1,1
231050,"Ithnayn, Harrat","Saudi Arabia",1625,"Intraplate / Continental crust (>25 km)",0,0
231060,"Khaybar, Harrat","Saudi Arabia",2093,"Intraplate / Continental crust (>25 km)",1,1
231070,"Rahat, Harrat","Saudi Arabia",1744,"Intraplate / Continental crust (>25 km)",2,2
231071,"Kishb, Harrat","Saudi Arabia",1475,"Intraplate / Continental crust (>25 km)",0,0
231072,"Birk, Harrat al","Saudi Arabia",587,"Intraplate / Continental crust (>25 km)",0,0
231080,"Yar, Jabal","Saudi Arabia",305,"Intraplate / Continental crust (>25 km)",1,1
231090,"Arhab, Harra of","Yemen",3100,"Intraplate / Continental crust (>25 km)",2,2
231110,"Haylan, Jabal","Yemen",1550,"Intraplate / Continental crust (>25 km)",1,1
231120,"Dhamar, Harras of","Yemen",3500,"Intraplate / Continental crust (>25 km)",0,0
231160,"Sawad, Harra Es-","Yemen",1737,"Intraplate / Continental crust (>25 km)",1,1
231170,"Balhaf-Bir Ali Volcanic Field","Yemen",604,"Intraplate / Continental crust (>25 km)",0,0
231180,"Bir Borhut","Yemen",464,"Intraplate / Continental crust (>25 km)",0,0
232010,"Damavand","Iran",5670,"Intraplate / Continental crust (>25 km)",1,1
233001,"Grille, La","Comoros",1087,"Intraplate / Oceanic crust (< 15 km)",0,0
233005,"Mayotte","France",660,"Intraplate / Oceanic crust (< 15 km)",4,4
233010,"Karthala","Comoros",2361,"Intraplate / Oceanic crust (< 15 km)",34,34
233011,"Ambre-Bobaomby","Madagascar",1475,"Intraplate / Continental crust (>25 km)",0,0
233012,"Nosy-Be","Madagascar",214,"Intraplate / Continental crust (>25 km)",0,0
233013,"Ankaizina Field","Madagascar",2878,"Intraplate / Continental crust (>25 km)",0,0
233014,"Itasy Volcanic Field","Madagascar",1800,"Intraplate / Continental crust (>25 km)",2,2
233015,"Vakinankaratra","Madagascar",2644,"Intraplate / Continental crust (>25 km)",0,0
233020,"Fournaise, Piton de la","France",2632,"Intraplate / Oceanic crust (< 15 km)",197,197
234000,"Boomerang Seamount","France",-650,"Rift zone / Oceanic crust (< 15 km)",1,1
234001,"Amsterdam Island","France",881,"Rift zone / Oceanic crust (< 15 km)",0,0
234002,"St. Paul","France",268,"Rift zone / Oceanic crust (< 15 km)",1,1
234010,"Heard","Australia",2745,"Intraplate / Oceanic crust (< 15 km)",11,11
234011,"McDonald Islands","Australia",230,"Intraplate / Oceanic crust (< 15 km)",4,4
234020,"Kerguelen Islands","France",1840,"Intraplate / Oceanic crust (< 15 km)",0,0
234030,"Est, Ile de l'","France",1090,"Rift zone / Oceanic crust (< 15 km)",0,0
234040,"Possession, Ile de la","France",934,"Rift zone / Oceanic crust (< 15 km)",0,0
234050,"Cochons, Ile aux","France",775,"Rift zone / Oceanic crust (< 15 km)",0,0
234060,"Prince Edward Island","South Africa",672,"Rift zone / Oceanic crust (< 15 km)",0,0
234070,"Marion Island","South Africa",1230,"Rift zone / Oceanic crust (< 15 km)",2,2
241020,"Auckland Volcanic Field","New Zealand",260,"Intraplate / Continental crust (>25 km)",2,2
241021,"Tuhua/Mayor Island","New Zealand",355,"Subduction zone / Continental crust (>25 km)",2,2
241030,"Taranaki","New Zealand",2518,"Subduction zone / Continental crust (>25 km)",42,42
241040,"Whakaari/White Island","New Zealand",294,"Subduction zone / Continental crust (>25 km)",37,37
241050,"Okataina","New Zealand",1111,"Subduction zone / Continental crust (>25 km)",31,31
241070,"Taupo","New Zealand",760,"Subduction zone / Continental crust (>25 km)",25,25
241080,"Tongariro","New Zealand",1978,"Subduction zone / Continental crust (>25 km)",76,76
241100,"Ruapehu","New Zealand",2797,"Subduction zone / Continental crust (>25 km)",64,64
241101,"Clark","New Zealand",-860,"Subduction zone / Oceanic crust (< 15 km)",0,0
241102,"Tangaroa","New Zealand",-600,"Subduction zone / Oceanic crust (< 15 km)",0,0
241110,"Rumble V","New Zealand",-400,"Subduction zone / Oceanic crust (< 15 km)",0,0
241120,"Rumble IV","New Zealand",-500,"Subduction zone / Oceanic crust (< 15 km)",0,0
241130,"Rumble III","New Zealand",-220,"Subduction zone / Oceanic crust (< 15 km)",6,6
241131,"Rumble II West","New Zealand",-1200,"Subduction zone / Oceanic crust (< 15 km)",0,0
241140,"Healy","New Zealand",-980,"Subduction zone / Oceanic crust (< 15 km)",1,1
241150,"Brothers","New Zealand",-1350,"Subduction zone / Oceanic crust (< 15 km)",0,0
242001,"Wright","New Zealand",-900,"Subduction zone / Oceanic crust (< 15 km)",0,0
242005,"Havre Seamount","New Zealand",-897,"Subduction zone / Oceanic crust (< 15 km)",1,1
242010,"Curtis Island","New Zealand",47,"Subduction zone / Oceanic crust (< 15 km)",0,0
242021,"Macauley","New Zealand",238,"Subduction zone / Oceanic crust (< 15 km)",1,1
242022,"Giggenbach","New Zealand",-65,"Subduction zone / Oceanic crust (< 15 km)",0,0
242030,"Raoul Island","New Zealand",516,"Subduction zone / Oceanic crust (< 15 km)",17,17
242050,"Monowai","New Zealand",-132,"Subduction zone / Oceanic crust (< 15 km)",25,25
243001,"Unnamed","Tonga",-385,"Subduction zone / Oceanic crust (< 15 km)",0,0
243010,"Unnamed","Tonga",-68,"Subduction zone / Oceanic crust (< 15 km)",2,2
243011,"Unnamed","Tonga",-65,"Subduction zone / Oceanic crust (< 15 km)",0,0
243030,"Unnamed","Tonga",-296,"Subduction zone / Oceanic crust (< 15 km)",4,4
243040,"Hunga Tonga-Hunga Ha'apai","Tonga",114,"Subduction zone / Oceanic crust (< 15 km)",7,7
243050,"Fonuafo'ou","Tonga",-17,"Subduction zone / Oceanic crust (< 15 km)",5,5
243060,"Tofua","Tonga",515,"Subduction zone / Oceanic crust (< 15 km)",11,11
243061,"Kao","Tonga",1009,"Subduction zone / Oceanic crust (< 15 km)",1,1
243070,"Lateiki","Tonga",43,"Subduction zone / Oceanic crust (< 15 km)",10,10
243080,"Home Reef","Tonga",-10,"Subduction zone / Oceanic crust (< 15 km)",7,7
243090,"Late","Tonga",540,"Subduction zone / Oceanic crust (< 15 km)",2,2
243091,"Unnamed","Tonga",-40,"Subduction zone / Oceanic crust (< 15 km)",2,2
243100,"Fonualei","Tonga",188,"Subduction zone / Oceanic crust (< 15 km)",6,6
243101,"Tafahi","Tonga",546,"Subduction zone / Oceanic crust (< 15 km)",0,0
243102,"Curacoa","Tonga",-33,"Subduction zone / Oceanic crust (< 15 km)",2,2
243110,"Niuafo'ou","Tonga",260,"Subduction zone / Oceanic crust (< 15 km)",8,8
243111,"Dugong","Tonga",-1170,NA,0,0
243112,"Lobster","Tonga",-1500,NA,0,0
243120,"Tafu-Maka","Tonga",-1400,"Rift zone / Oceanic crust (< 15 km)",1,1
243130,"West Mata","Tonga",-1174,"Subduction zone / Oceanic crust (< 15 km)",1,1
243140,"Niuatahi","Tonga",-1270,"Subduction zone / Oceanic crust (< 15 km)",0,0
244000,"Vailulu'u","United States",-592,"Subduction zone / Oceanic crust (< 15 km)",3,3
244001,"Ta'u","United States",931,"Subduction zone / Oceanic crust (< 15 km)",0,0
244010,"Ofu-Olosega","United States",639,"Subduction zone / Oceanic crust (< 15 km)",1,1
244020,"Tutuila","United States",653,"Subduction zone / Oceanic crust (< 15 km)",1,1
244021,"Malumalu","United States",-145,"Intraplate / Oceanic crust (< 15 km)",0,0
244030,"Upolu","Samoa",1100,"Subduction zone / Oceanic crust (< 15 km)",0,0
244040,"Savaii","Samoa",1858,"Subduction zone / Oceanic crust (< 15 km)",12,12
245010,"Taveuni","Fiji",1241,"Subduction zone / Crustal thickness unknown",34,34
245030,"Nabukelevu","Fiji",791,"Subduction zone / Crustal thickness unknown",3,3
250010,"St. Andrew Strait","Papua New Guinea",270,"Subduction zone / Oceanic crust (< 15 km)",4,4
250030,"Central Bismarck Sea","Papua New Guinea",-1300,"Rift zone / Continental crust (>25 km)",1,1
251001,"Blup Blup","Papua New Guinea",402,"Subduction zone / Continental crust (>25 km)",0,0
251002,"Kadovar","Papua New Guinea",365,"Subduction zone / Continental crust (>25 km)",1,1
251010,"Bam","Papua New Guinea",685,"Subduction zone / Continental crust (>25 km)",17,17
251020,"Manam","Papua New Guinea",1807,"Subduction zone / Continental crust (>25 km)",41,41
251030,"Karkar","Papua New Guinea",1839,"Subduction zone / Continental crust (>25 km)",11,11
251041,"Hankow Reef","Papua New Guinea",-5,"Subduction zone / Continental crust (>25 km)",0,0
251050,"Long Island","Papua New Guinea",1280,"Subduction zone / Continental crust (>25 km)",11,11
251060,"Umboi","Papua New Guinea",1335,"Subduction zone / Continental crust (>25 km)",0,0
251070,"Ritter Island","Papua New Guinea",75,"Subduction zone / Continental crust (>25 km)",8,8
251080,"Sakar","Papua New Guinea",947,"Subduction zone / Continental crust (>25 km)",0,0
252010,"Langila","Papua New Guinea",1330,"Subduction zone / Continental crust (>25 km)",26,26
252040,"Dakataua","Papua New Guinea",408,"Subduction zone / Continental crust (>25 km)",3,3
252050,"Bola","Papua New Guinea",1116,"Subduction zone / Continental crust (>25 km)",0,0
252060,"Garua Harbour","Papua New Guinea",565,"Subduction zone / Continental crust (>25 km)",0,0
252070,"Krummel-Garbuna-Welcker","Papua New Guinea",564,"Subduction zone / Continental crust (>25 km)",4,4
252071,"Lolo","Papua New Guinea",796,"Subduction zone / Continental crust (>25 km)",0,0
252080,"Witori","Papua New Guinea",724,"Subduction zone / Continental crust (>25 km)",19,19
252090,"Sulu Range","Papua New Guinea",610,"Subduction zone / Continental crust (>25 km)",0,0
252100,"Hargy","Papua New Guinea",1148,"Subduction zone / Continental crust (>25 km)",2,2
252110,"Bamus","Papua New Guinea",2248,"Subduction zone / Continental crust (>25 km)",4,4
252120,"Ulawun","Papua New Guinea",2334,"Subduction zone / Continental crust (>25 km)",47,47
252130,"Lolobau","Papua New Guinea",878,"Subduction zone / Continental crust (>25 km)",3,3
252140,"Rabaul","Papua New Guinea",688,"Subduction zone / Continental crust (>25 km)",19,19
252150,"Tavui","Papua New Guinea",200,"Subduction zone / Continental crust (>25 km)",1,1
253010,"Lamington","Papua New Guinea",1680,"Subduction zone / Continental crust (>25 km)",3,3
253011,"Hydrographers Range","Papua New Guinea",1915,"Subduction zone / Continental crust (>25 km)",0,0
253021,"Managlase Plateau","Papua New Guinea",1342,"Subduction zone / Continental crust (>25 km)",0,0
253030,"Victory","Papua New Guinea",1832,"Subduction zone / Continental crust (>25 km)",1,1
253040,"Sessagara Hills","Papua New Guinea",493,"Subduction zone / Continental crust (>25 km)",1,1
253041,"Goodenough","Papua New Guinea",220,"Subduction zone / Continental crust (>25 km)",0,0
253050,"Iamalele","Papua New Guinea",194,"Subduction zone / Continental crust (>25 km)",0,0
253060,"Dawson Strait Group","Papua New Guinea",500,"Subduction zone / Continental crust (>25 km)",1,1
255010,"Balbi","Papua New Guinea",2715,"Subduction zone / Crustal thickness unknown",0,0
255011,"Billy Mitchell","Papua New Guinea",1544,"Subduction zone / Crustal thickness unknown",2,2
255020,"Bagana","Papua New Guinea",1855,"Subduction zone / Crustal thickness unknown",25,25
255021,"Takuan Group","Papua New Guinea",2210,"Subduction zone / Crustal thickness unknown",0,0
255030,"Loloru","Papua New Guinea",1887,"Subduction zone / Crustal thickness unknown",6,6
255050,"Simbo","Solomon Islands",335,"Subduction zone / Crustal thickness unknown",1,1
255052,"Kana Keoki","Solomon Islands",-700,"Subduction zone / Crustal thickness unknown",0,0
255053,"Coleman Seamount","Solomon Islands",-717,"Subduction zone / Crustal thickness unknown",0,0
255060,"Kavachi","Solomon Islands",-20,"Subduction zone / Crustal thickness unknown",31,31
255061,"New Georgia at 8.9°S","Solomon Islands",-240,"Subduction zone / Crustal thickness unknown",0,0
255070,"Savo","Solomon Islands",455,"Subduction zone / Crustal thickness unknown",3,3
256010,"Tinakula","Solomon Islands",796,"Subduction zone / Crustal thickness unknown",24,24
257001,"Motlav","Vanuatu",411,"Subduction zone / Intermediate crust (15-25 km)",0,0
257010,"Suretamatai","Vanuatu",921,"Subduction zone / Intermediate crust (15-25 km)",3,3
257020,"Gaua","Vanuatu",729,"Subduction zone / Intermediate crust (15-25 km)",18,18
257030,"Ambae","Vanuatu",1496,"Subduction zone / Intermediate crust (15-25 km)",11,11
257040,"Ambrym","Vanuatu",1334,"Subduction zone / Intermediate crust (15-25 km)",57,57
257050,"Lopevi","Vanuatu",1413,"Subduction zone / Intermediate crust (15-25 km)",30,30
257060,"East Epi","Vanuatu",833,"Subduction zone / Intermediate crust (15-25 km)",9,9
257070,"Kuwae","Vanuatu",-2,"Subduction zone / Intermediate crust (15-25 km)",12,12
257081,"Nguna-Emau","Vanuatu",589,"Subduction zone / Intermediate crust (15-25 km)",0,0
257090,"Traitor's Head","Vanuatu",817,"Subduction zone / Intermediate crust (15-25 km)",1,1
257100,"Yasur","Vanuatu",361,"Subduction zone / Intermediate crust (15-25 km)",3,3
258001,"Gemini-Oscostar","Vanuatu",-33,"Rift zone / Oceanic crust (< 15 km)",1,1
258010,"Matthew Island","France - claimed by Vanuatu",177,"Subduction zone / Crustal thickness unknown",3,3
258020,"Hunter Island","France - claimed by Vanuatu",297,"Subduction zone / Crustal thickness unknown",4,4
259010,"Newer Volcanics Province","Australia",1011,"Intraplate / Continental crust (>25 km)",4,4
259804,"McBride Volcanic Province","Australia",1020,"Intraplate / Continental crust (>25 km)",1,1
260001,"Narcondum","India",710,"Subduction zone / Continental crust (>25 km)",0,0
260010,"Barren Island","India",354,"Subduction zone / Continental crust (>25 km)",18,18
261030,"Peuet Sague","Indonesia",2785,"Subduction zone / Continental crust (>25 km)",7,7
261050,"Telong, Bur ni","Indonesia",2617,"Subduction zone / Continental crust (>25 km)",5,5
261070,"Singkut","Indonesia",2181,"Subduction zone / Continental crust (>25 km)",1,1
261080,"Sinabung","Indonesia",2460,"Subduction zone / Continental crust (>25 km)",5,5
261090,"Toba","Indonesia",2157,"Subduction zone / Continental crust (>25 km)",0,0
